수험번호,선택과목,문제번호,대분류,중분류,소분류,학생이 쓴 답,정답,배점
238,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
238,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
238,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
238,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
238,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
238,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
238,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
238,공통,8,수학Ⅱ,미분법,접선의 방정식,2,1,3
238,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
238,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
238,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,3,2,4
238,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
238,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
238,공통,14,수학Ⅱ,적분법,정적분 활용,3,5,4
238,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
238,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
238,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
238,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
238,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
238,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
238,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
238,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
238,확률과 통계,23,미적분,극한,함수의 극한값,4,1,2
238,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
238,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
238,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
238,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
238,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
238,확률과 통계,29,미적분,미분법,역함수의 미분,402,175,4
238,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,382,260,4
239,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
239,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
239,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
239,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
239,공통,5,수학Ⅰ,수열,등차수열의 일반항,1,3,3
239,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
239,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
239,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
239,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,4,3,4
239,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
239,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
239,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
239,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
239,공통,14,수학Ⅱ,적분법,정적분 활용,4,5,4
239,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
239,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
239,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
239,공통,18,수학Ⅰ,수열,수열의 합,309,13,3
239,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
239,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
239,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
239,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,542,58,4
239,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
239,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
239,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
239,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
239,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
239,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
239,확률과 통계,29,미적분,미분법,역함수의 미분,108,175,4
239,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,988,260,4
240,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
240,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
240,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
240,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
240,공통,5,수학Ⅰ,수열,등차수열의 일반항,1,3,3
240,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,2,5,3
240,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
240,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
240,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
240,공통,10,수학Ⅱ,적분법,속도와 거리,3,4,4
240,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
240,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
240,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,4,5,4
240,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
240,공통,15,수학Ⅰ,수열,점화식 문제,2,3,4
240,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
240,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
240,공통,18,수학Ⅰ,수열,수열의 합,894,13,3
240,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
240,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
240,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,19,220,4
240,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
240,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
240,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
240,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
240,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
240,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
240,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
240,확률과 통계,29,미적분,미분법,역함수의 미분,899,175,4
240,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,163,260,4
241,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
241,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
241,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
241,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,3,1,3
241,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
241,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
241,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
241,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
241,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
241,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
241,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
241,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
241,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
241,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
241,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
241,공통,16,수학Ⅰ,지수와 로그,로그 방정식,783,7,3
241,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
241,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
241,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
241,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,749,80,4
241,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,167,220,4
241,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
241,확률과 통계,23,미적분,극한,함수의 극한값,3,1,2
241,확률과 통계,24,미적분,정적분,정적분 계산 문제,4,3,3
241,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
241,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
241,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,1,5,3
241,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
241,확률과 통계,29,미적분,미분법,역함수의 미분,175,175,4
241,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,233,260,4
242,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
242,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
242,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
242,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
242,공통,5,수학Ⅰ,수열,등차수열의 일반항,5,3,3
242,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
242,공통,7,수학Ⅰ,수열,수열의 합,4,5,3
242,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
242,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
242,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
242,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
242,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
242,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
242,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
242,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
242,공통,16,수학Ⅰ,지수와 로그,로그 방정식,777,7,3
242,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
242,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
242,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
242,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
242,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
242,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,505,58,4
242,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
242,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
242,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,2,4,3
242,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
242,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
242,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
242,확률과 통계,29,미적분,미분법,역함수의 미분,94,175,4
242,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,789,260,4
243,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
243,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
243,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
243,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
243,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
243,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
243,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
243,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
243,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
243,공통,10,수학Ⅱ,적분법,속도와 거리,5,4,4
243,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
243,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
243,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,3,5,4
243,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
243,공통,15,수학Ⅰ,수열,점화식 문제,4,3,4
243,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
243,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
243,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
243,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
243,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
243,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
243,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
243,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
243,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
243,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
243,확률과 통계,26,미적분,정적분,회전체의 부피 계산,1,2,3
243,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
243,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
243,확률과 통계,29,미적분,미분법,역함수의 미분,892,175,4
243,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,231,260,4
244,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
244,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
244,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
244,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
244,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
244,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
244,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
244,공통,8,수학Ⅱ,미분법,접선의 방정식,4,1,3
244,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
244,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
244,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
244,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
244,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
244,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
244,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
244,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
244,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
244,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
244,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
244,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
244,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,19,220,4
244,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
244,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
244,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
244,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
244,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
244,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
244,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
244,확률과 통계,29,미적분,미분법,역함수의 미분,199,175,4
244,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,402,260,4
245,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
245,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
245,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
245,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
245,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
245,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
245,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
245,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
245,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
245,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
245,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
245,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
245,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,3,5,4
245,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
245,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
245,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
245,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
245,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
245,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
245,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,792,80,4
245,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
245,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,372,58,4
245,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
245,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
245,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
245,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
245,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
245,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
245,확률과 통계,29,미적분,미분법,역함수의 미분,569,175,4
245,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,704,260,4
246,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
246,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
246,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
246,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
246,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
246,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
246,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
246,공통,8,수학Ⅱ,미분법,접선의 방정식,3,1,3
246,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
246,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
246,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
246,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,5,2,4
246,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
246,공통,14,수학Ⅱ,적분법,정적분 활용,3,5,4
246,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
246,공통,16,수학Ⅰ,지수와 로그,로그 방정식,1,7,3
246,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,269,16,3
246,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
246,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,43,4,3
246,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,830,80,4
246,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,890,220,4
246,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
246,확률과 통계,23,미적분,극한,함수의 극한값,4,1,2
246,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
246,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
246,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
246,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
246,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
246,확률과 통계,29,미적분,미분법,역함수의 미분,788,175,4
246,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,787,260,4
247,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
247,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
247,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
247,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,5,1,3
247,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
247,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
247,공통,7,수학Ⅰ,수열,수열의 합,4,5,3
247,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
247,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
247,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
247,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
247,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
247,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
247,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
247,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
247,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
247,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,953,16,3
247,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
247,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
247,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
247,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,547,220,4
247,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
247,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
247,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
247,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
247,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
247,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,1,5,3
247,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
247,확률과 통계,29,미적분,미분법,역함수의 미분,271,175,4
247,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,604,260,4
248,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
248,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
248,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
248,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
248,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
248,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
248,공통,7,수학Ⅰ,수열,수열의 합,1,5,3
248,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
248,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
248,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
248,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
248,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
248,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,1,5,4
248,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
248,공통,15,수학Ⅰ,수열,점화식 문제,1,3,4
248,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
248,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
248,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
248,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,944,4,3
248,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
248,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
248,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,328,58,4
248,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
248,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
248,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
248,확률과 통계,26,미적분,정적분,회전체의 부피 계산,3,2,3
248,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
248,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
248,확률과 통계,29,미적분,미분법,역함수의 미분,474,175,4
248,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,381,260,4
249,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
249,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
249,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
249,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
249,공통,5,수학Ⅰ,수열,등차수열의 일반항,2,3,3
249,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
249,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
249,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
249,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
249,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
249,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
249,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
249,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
249,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
249,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
249,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
249,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,88,16,3
249,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
249,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
249,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
249,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,693,220,4
249,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,572,58,4
249,확률과 통계,23,미적분,극한,함수의 극한값,1,1,2
249,확률과 통계,24,미적분,정적분,정적분 계산 문제,3,3,3
249,확률과 통계,25,미적분,수열의 극한,수렴 조건과 극한값,4,4,3
249,확률과 통계,26,미적분,정적분,회전체의 부피 계산,2,2,3
249,확률과 통계,27,미적분,수열의 극한,점화식을 이용한 극한,5,5,3
249,확률과 통계,28,미적분,정적분,부피와 삼각함수의 극한,3,3,4
249,확률과 통계,29,미적분,미분법,역함수의 미분,324,175,4
249,확률과 통계,30,미적분,정적분,정적분과 미분의 활용,954,260,4
250,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
250,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
250,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
250,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
250,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
250,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
250,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
250,공통,8,수학Ⅱ,미분법,접선의 방정식,3,1,3
250,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
250,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
250,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
250,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
250,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,4,5,4
250,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
250,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
250,공통,16,수학Ⅰ,지수와 로그,로그 방정식,565,7,3
